"ItemNo","TurnId","Name","X_OrState","Y_OrFleet","MP","Federation","Batt1Type","Batt1EF","Batt1Size","Batt2Type","Batt2EF","Batt2Size","Batt3Type","Batt3EF","Batt3Size","Batt4Type","Batt4EF","Batt4Size","Batt5Type","Batt5EF","Batt5Size","Batt6Type","Batt6EF","Batt6Size","Batt7Type","Batt7EF","Batt7Size"
"4230","307EJun1808","COLONIALS 2     ","G ","15","24","0","Kt","3","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4245","307EJun1808","COLONIALS 3     ","G ","27","32","0","Kt","4","800","Kt","4","800","Kt","4","800","Kt","4","800","--","","","--","","","--","",""
"4415","307EJun1808","COLONIALS       ","G ","25","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4427","307EJun1808","COLONIALS       ","G ","21","32","0","Kt","4","800","Kt","4","800","Kt","4","800","Kt","4","800","Kt","4","800","--","","","--","",""
"4438","307EJun1808","COLONIALS       ","G ","24","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4494","307EJun1808","COLONIALS       ","G ","27","24","0","Kt","4","800","Kt","4","800","Mi","4","800","--","","","--","","","--","","","--","",""
"4508","307EJun1808","COLONIALS       ","G ","23","24","0","Kt","4","800","Kt","4","800","--","","","--","","","Mi","4","800","--","","","--","",""
"4522","307EJun1808","MILITIA         ","13","19","24","71","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800"
"4536","307EJun1808","MILITIA         ","13","19","24","71","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","3","800","Mi","4","800","Mi","4","800"
"4583","307EJun1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4593","307EJun1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4602","307EJun1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4611","307EJun1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4620","307EJun1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4001","307EMar1808","BRIGADE 1       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4002","307EMar1808","BRIGADE 2       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4003","307EMar1808","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EMar1808","BRIGADE 4       ","23","20","24","0","KL","7","800","KL","7","800","KL","7","800","KL","7","800","Pi","8","800","Mi","6","800","Mi","6","800"
"4005","307EMar1808","BRIGADE 5       ","23","20","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4006","307EMar1808","BRIGADE 6       ","13","19","32","0","Hh","0","800","Hh","0","800","Dr","8","800","lD","7","800","lD","7","800","lD","7","800","lD","7","800"
"4007","307EMar1808","BRIGADE 7       ","13","19","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4008","307EMar1808","GIBRALTAR GARDE "," 9","46","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307EMar1808","MARINE-BRIG 1   ","G ","12","32","0","Kt","6","800","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800"
"4145","307EMar1808","COLONIAL-BRIG 1 ","G ","12","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Mc","4","800","Mc","4","800","--","","","--","",""
"4146","307EMar1808","MARINE-BRIG 2   ","57","79","32","0","Kt","6","799","Kt","6","799","--","","","Ca","4","799","Ca","4","799","Ca","4","799","Ca","4","799"
"4147","307EMar1808","COLONIAL-BRIG 2 ","56","79","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Kt","6","800","--","",""
"4148","307EMar1808","MARINE-BRIG 3   ","G ","13","32","0","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","--","","","--","",""
"4149","307EMar1808","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EMar1808","COLONIAL-BRIG 4 ","73","74","32","81","Ca","4","798","Ca","4","798","Kt","6","798","Mc","4","798","Kt","6","798","Ca","4","798","Ca","4","798"
"4151","307EMar1808","COLONIAL-BRIG 5 ","71","74","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Cc","4","800"
"4152","307EMar1808","COLONIAL-BRIG 6 ","71","74","32","0","Mc","4","800","Cc","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Cc","4","800","Cc","4","800"
"4216","307EMar1808","COLONIALS 1     ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4230","307EMar1808","COLONIALS 2     ","13","19","24","0","Kt","3","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4245","307EMar1808","COLONIALS 3     ","13","19","24","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Mi","3","800","--","","","--","",""
"4001","307EMay1808","BRIGADE 1       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4002","307EMay1808","BRIGADE 2       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4003","307EMay1808","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EMay1808","BRIGADE 4       ","23","20","24","0","KL","7","800","KL","7","800","KL","7","800","KL","7","800","Pi","8","800","Mi","6","800","Mi","6","800"
"4005","307EMay1808","BRIGADE 5       ","23","20","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4006","307EMay1808","BRIGADE 6       ","13","19","32","0","Hh","0","800","Hh","0","800","Dr","8","800","lD","7","800","lD","7","800","lD","7","800","lD","7","800"
"4007","307EMay1808","BRIGADE 7       ","13","19","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4008","307EMay1808","GIBRALTAR GARDE "," 9","46","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307EMay1808","MARINE-BRIG 1   ","17","91","32","0","Kt","6","800","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800"
"4145","307EMay1808","COLONIAL-BRIG 1 ","G ","12","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Mc","4","800","Mc","4","800","--","","","--","",""
"4146","307EMay1808","MARINE-BRIG 2   ","59","78","32","0","Kt","6","796","Kt","6","796","--","","","Ca","4","796","Ca","4","796","Ca","4","796","Ca","4","796"
"4147","307EMay1808","COLONIAL-BRIG 2 ","56","79","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Kt","6","800","--","",""
"4148","307EMay1808","MARINE-BRIG 3   ","70","71","32","0","Kt","6","798","Kt","6","798","Ca","4","798","Ca","4","798","Ca","4","798","--","","","--","",""
"4149","307EMay1808","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EMay1808","COLONIAL-BRIG 4 ","76","73","32","0","Ca","4","794","Ca","4","794","Kt","6","794","Mc","4","794","Kt","6","794","Ca","4","794","Ca","4","794"
"4151","307EMay1808","COLONIAL-BRIG 5 ","71","74","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800"
"4152","307EMay1808","COLONIAL-BRIG 6 ","78","74","40","0","Mc","4","791","Cc","4","791","Cc","4","791","Cc","4","791","Cc","4","791","Cc","4","791","Cc","4","791"
"4216","307EMay1808","COLONIALS 1     ","G ","16","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4230","307EMay1808","COLONIALS 2     ","G ","15","24","0","Kt","3","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4245","307EMay1808","COLONIALS 3     ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","","","--","",""
"4415","307EMay1808","COLONIALS       ","G ","25","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4427","307EMay1808","COLONIALS       ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4438","307EMay1808","COLONIALS       ","G ","24","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4494","307EMay1808","COLONIALS       ","13","19","24","0","Kt","3","800","Kt","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4508","307EMay1808","COLONIALS       ","13","19","24","0","Kt","3","800","Kt","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4522","307EMay1808","MILITIA         ","13","19","24","0","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4536","307EMay1808","MILITIA         ","13","19","24","0","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4001","307EMay1809","BRIGADE 1       ","13","19","26","63","Fg","1","797","Fg","0","797","Fg","1","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4002","307EMay1809","BRIGADE 2       ","23","20","26","61","Fg","0","794","Fg","0","794","Fg","0","794","Fg","0","794","Fg","0","794","La","7","794","La","7","794"
"4003","307EMay1809","BRIGADE 3       ","23","20","26","61","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EMay1809","BRIGADE 4       ","13","19","24","63","KL","7","797","KL","7","797","KL","7","797","KL","7","797","Pi","8","797","Mi","6","797","Mi","6","797"
"4005","307EMay1809","BRIGADE 5       ","13","19","24","63","Be","8","797","Ln","7","797","Ln","7","797","Ln","7","797","Ln","7","797","Pi","8","797","Mi","6","797"
"4006","307EMay1809","BRIGADE 6       ","13","19","32","62","Hh","0","52","Hh","0","52","Dr","8","0","lD","7","0","lD","7","0","lD","7","0","lD","7","0"
"4008","307EMay1809","GIBRALTAR GARDE ","13","19","24","62","Be","8","798","Ln","7","798","Ln","7","798","Ln","7","798","Ln","7","798","Pi","8","798","Mi","6","798"
"4015","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4048","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800"
"4144","307EMay1809","MARINE-BRIG 1   ","13","73","32","0","Kt","6","791","Kt","6","791","Kt","6","791","Ca","4","791","Ca","4","791","Ca","4","791","Ca","4","791"
"4145","307EMay1809","COLONIAL-BRIG 1 ","31","93","32","72","Ca","4","789","Ca","4","789","Ca","4","789","Mc","4","789","Mc","4","789","--","","","--","",""
"4146","307EMay1809","MARINE-BRIG 2   ","63","71","32","0","Kt","6","764","Kt","6","764","--","","","Ca","4","764","Ca","4","764","Ca","4","764","Ca","4","764"
"4147","307EMay1809","COLONIAL-BRIG 2 ","60","83","32","0","Kt","3","786","Ca","4","786","Ca","4","786","Cc","4","786","Cc","4","786","Kt","6","786","--","",""
"4148","307EMay1809","MARINE-BRIG 3   ","66","75","32","0","Kt","6","762","Kt","6","762","Ca","4","762","Ca","4","762","Ca","4","762","--","","","--","",""
"4149","307EMay1809","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EMay1809","COLONIAL-BRIG 4 ","78","76","32","0","Ca","4","750","Ca","4","750","Kt","6","750","Mc","4","750","Kt","6","750","Ca","4","750","Ca","4","750"
"4151","307EMay1809","COLONIAL-BRIG 5 ","77","77","32","73","Ca","4","764","Ca","4","764","Ca","4","764","Ca","4","764","Ca","4","764","Cc","4","764","Cc","4","764"
"4152","307EMay1809","COLONIAL-BRIG 6 ","79","75","40","81","Mc","4","732","Cc","4","732","Cc","4","732","Cc","4","732","Cc","4","732","Cc","4","732","Cc","4","732"
"4216","307EMay1809","COLONIALS 1     ","12","73","32","0","Kt","3","792","Kt","3","792","Kt","3","792","Kt","3","792","Kt","3","792","--","","","--","",""
"4217","307EMay1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4230","307EMay1809","COLONIALS 2     ","56","79","24","0","Ca","4","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4231","307EMay1809","HIGHLANDER MTD  ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Ma","6","797","Ma","5","797"
"4234","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800"
"4245","307EMay1809","COLONIALS 3     ","82","79","32","0","Kt","4","786","Kt","4","786","Kt","4","786","Kt","4","786","--","","","--","","","--","",""
"4395","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4415","307EMay1809","COLONIALS       ","63","80","32","0","Kt","3","775","Kt","3","775","Kt","3","775","Kt","3","775","Kt","3","775","--","","","--","",""
"4427","307EMay1809","COLONIALS       ","62","79","32","0","Kt","4","676","Kt","4","676","Kt","4","676","Kt","4","676","Kt","5","676","--","","","--","",""
"4438","307EMay1809","COLONIALS       ","80","77","32","0","Kt","3","769","Kt","3","769","Kt","3","769","Kt","3","769","Kt","3","769","--","","","--","",""
"4494","307EMay1809","COLONIALS       ","82","87","24","0","Kt","4","769","Kt","4","769","Mi","4","769","--","","","--","","","--","","","--","",""
"4508","307EMay1809","COLONIALS       ","86","94","24","0","Kt","4","788","Kt","4","788","--","","","--","","","Mi","4","788","--","","","--","",""
"4522","307EMay1809","MILITIA         ","37","13","24","65","Mi","4","757","Mi","4","755","Mi","4","757","Mi","4","753","Mi","4","756","Mi","4","753","Mi","4","756"
"4523","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4536","307EMay1809","MILITIA         ","37","13","24","65","Mi","4","756","Mi","4","760","Mi","4","758","Mi","4","756","Mi","3","748","Mi","4","753","Mi","4","757"
"4582","307EMay1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4583","307EMay1809","BRAVEHEARTS     ","23","20","32","61","Hi","5","754","Hi","4","755","Hi","4","760","Hi","4","750","Hi","4","752","--","","","--","",""
"4593","307EMay1809","BRAVEHEARTS     ","23","20","32","61","Hi","4","762","Hi","4","753","Hi","4","753","Hi","4","757","Hi","4","762","--","","","--","",""
"4602","307EMay1809","BRAVEHEARTS     ","23","20","32","61","Hi","4","757","Hi","4","758","Hi","4","758","Hi","4","756","Hi","4","755","--","","","--","",""
"4611","307EMay1809","BRAVEHEARTS     ","23","20","32","61","Hi","4","757","Hi","4","754","Hi","4","754","Hi","4","757","Hi","4","754","--","","","--","",""
"4620","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","795","Hi","6","795","Hi","6","795","Hi","6","795","Hi","6","795","--","","","--","",""
"4647","307EMay1809","BRAVEHEARTS     ","G ","24","32","0","Hi","4","752","Hi","4","757","Hi","4","753","Hi","4","759","Hi","4","753","--","","","--","",""
"4656","307EMay1809","BRAVEHEARTS     ","G ","24","32","0","Hi","4","755","Hi","4","752","Hi","4","758","Hi","4","750","Hi","4","750","--","","","--","",""
"4665","307EMay1809","BRAVEHEARTS     ","G ","24","32","0","Hi","4","751","Hi","4","755","Hi","4","749","Hi","4","759","Hi","4","756","--","","","--","",""
"4674","307EMay1809","BRAVEHEARTS     ","G ","24","32","0","Hi","4","755","Hi","4","753","Hi","4","755","Hi","4","756","Hi","4","751","--","","","--","",""
"4701","307EMay1809","BRAVEHEARTS     ","23","20","32","61","Hi","6","794","Hi","6","794","Hi","6","794","Hi","6","794","Hi","6","794","--","","","--","",""
"4702","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"4713","307EMay1809","BRAVEHEARTS     ","23","20","32","61","Hi","6","794","Hi","6","794","Hi","6","794","Hi","6","794","Hi","6","794","--","","","--","",""
"4778","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4788","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4797","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4822","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4833","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","--","","","--","",""
"4843","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","--","","","--","",""
"4852","307EMay1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","--","","","--","",""
"4881","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4917","307EMay1809","HIGHLANDER MTD  ","13","19","32","63","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","5","797","Ma","5","797","Ma","5","797"
"4927","307EMay1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","7","797","Hi","5","797"
"4935","307EMay1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4943","307EMay1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4951","307EMay1809","BRAVEHEARTS     ","13","19","32","63","Hi","7","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4958","307EMay1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4964","307EMay1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4974","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"4982","307EMay1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4983","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"4992","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"5001","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"5010","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","4","797","--","","","--","",""
"5018","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","4","797","Mi","5","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"5025","307EMay1809","DUE RUSSIANS!   ","13","19","24","63","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","5","797","--","","","--","",""
"5035","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800"
"5046","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800"
"5054","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800"
"5062","307EMay1809","HIGHLANDER      ","23","20","32","61","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800"
"4001","307ENov1808","BRIGADE 1       ","G ","15","26","0","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4002","307ENov1808","BRIGADE 2       ","18","21","26","61","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4003","307ENov1808","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307ENov1808","BRIGADE 4       ","G ","24","24","0","KL","7","797","KL","7","797","KL","7","797","KL","7","797","Pi","8","797","Mi","6","797","Mi","6","797"
"4005","307ENov1808","BRIGADE 5       ","G ","24","24","0","Be","8","797","Ln","7","797","Ln","7","797","Ln","7","797","Ln","7","797","Pi","8","797","Mi","6","797"
"4006","307ENov1808","BRIGADE 6       ","13","19","32","62","Hh","0","52","Hh","0","52","Dr","8","0","lD","7","0","lD","7","0","lD","7","0","lD","7","0"
"4008","307ENov1808","GIBRALTAR GARDE ","18","21","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307ENov1808","MARINE-BRIG 1   ","17","72","32","0","Kt","6","794","Kt","6","794","Kt","6","794","Ca","4","794","Ca","4","794","Ca","4","794","Ca","4","794"
"4145","307ENov1808","COLONIAL-BRIG 1 ","31","95","32","72","Ca","4","791","Ca","4","791","Ca","4","791","Mc","4","791","Mc","4","791","--","","","--","",""
"4146","307ENov1808","MARINE-BRIG 2   ","62","74","32","0","Kt","6","784","Kt","6","784","--","","","Ca","4","784","Ca","4","784","Ca","4","784","Ca","4","784"
"4147","307ENov1808","COLONIAL-BRIG 2 ","57","80","32","0","Kt","3","796","Ca","4","796","Ca","4","796","Cc","4","796","Cc","4","796","Kt","6","796","--","",""
"4148","307ENov1808","MARINE-BRIG 3   ","72","71","32","0","Kt","6","774","Kt","6","774","Ca","4","774","Ca","4","774","Ca","4","774","--","","","--","",""
"4149","307ENov1808","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307ENov1808","COLONIAL-BRIG 4 ","76","70","32","0","Ca","4","770","Ca","4","770","Kt","6","770","Mc","4","770","Kt","6","770","Ca","4","770","Ca","4","770"
"4151","307ENov1808","COLONIAL-BRIG 5 ","75","82","32","73","Ca","4","780","Ca","4","780","Ca","4","780","Ca","4","780","Ca","4","780","Cc","4","780","Cc","4","780"
"4152","307ENov1808","COLONIAL-BRIG 6 ","84","70","40","81","Mc","4","763","Cc","4","763","Cc","4","763","Cc","4","763","Cc","4","763","Cc","4","763","Cc","4","763"
"4216","307ENov1808","COLONIALS 1     ","31","95","32","72","Kt","3","794","Kt","3","794","Kt","3","794","Kt","3","794","Kt","3","794","--","","","--","",""
"4230","307ENov1808","COLONIALS 2     ","56","79","24","0","Ca","4","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4245","307ENov1808","COLONIALS 3     ","83","77","32","0","Kt","4","798","Kt","4","798","Kt","4","798","Kt","4","798","--","","","--","","","--","",""
"4415","307ENov1808","COLONIALS       ","59","84","32","0","Kt","3","787","Kt","3","787","Kt","3","787","Kt","3","787","Kt","3","787","--","","","--","",""
"4427","307ENov1808","COLONIALS       ","66","77","32","0","Kt","4","795","Kt","4","795","Kt","4","795","Kt","4","795","Kt","4","795","--","","","--","",""
"4438","307ENov1808","COLONIALS       ","80","76","32","0","Kt","3","786","Kt","3","786","Kt","3","786","Kt","3","786","Kt","3","786","--","","","--","",""
"4494","307ENov1808","COLONIALS       ","83","86","24","0","Kt","4","792","Kt","4","792","Mi","4","792","--","","","--","","","--","","","--","",""
"4508","307ENov1808","COLONIALS       ","13","83","24","0","Kt","4","796","Kt","4","796","--","","","--","","","Mi","4","796","--","","","--","",""
"4522","307ENov1808","MILITIA         ","40","11","24","65","Mi","4","792","Mi","4","792","Mi","4","792","Mi","4","792","Mi","4","792","Mi","4","792","Mi","4","792"
"4523","307ENov1808","BRAVEHEARTS     ","18","21","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4536","307ENov1808","MILITIA         ","40","11","24","65","Mi","4","792","Mi","4","792","Mi","4","792","Mi","4","792","Mi","3","792","Mi","4","792","Mi","4","792"
"4583","307ENov1808","BRAVEHEARTS     ","40","11","32","65","Hi","5","792","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","--","","","--","",""
"4593","307ENov1808","BRAVEHEARTS     ","40","11","32","65","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","--","","","--","",""
"4602","307ENov1808","BRAVEHEARTS     ","40","11","32","65","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","--","","","--","",""
"4611","307ENov1808","BRAVEHEARTS     ","40","11","32","65","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","Hi","4","792","--","","","--","",""
"4620","307ENov1808","BRAVEHEARTS     ","18","21","32","64","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","--","","","--","",""
