"X","Y","Owner","Terrain","Bonus"
"25","25","f","B"," "
"25","26","f","W"," "
"25","27","f","B"," "
"25","28","f","B"," "
"25","29","f","B"," "
"25","30","f","B"," "
"25","31","f","H"," "
"25","32","f","W"," "
"25","33","f","H"," "
"25","34","F","G"," "
"25","35","F","W"," "
"25","36"," ","*"," "
"25","37"," ","*"," "
"25","38"," ","*"," "
"25","39"," ","."," "
"25","40"," ","."," "
"25","41"," ","."," "
"25","42"," ","."," "
"25","43"," ","."," "
"25","44"," ","."," "
"25","45"," ","."," "
"25","46"," ","."," "
"25","47"," ","."," "
"25","48"," ","."," "
"25","49"," ","."," "
"25","50"," ","*"," "
"25","51","M","B"," "
"25","52","M","G"," "
"25","53","M","S"," "
"25","54","M","H"," "
"25","55","m","G"," "
"25","56","M","G"," "
"25","57","m","H"," "
"25","58","m","G"," "
"25","59","m","G"," "
"25","60","m","G","e"
"25","61","m","K"," "
"25","62","7","D"," "
"25","63","m","K"," "
"25","64","m","D"," "
"25","65","7","K"," "
"25","70"," ","."," "
"25","71"," ","."," "
"25","72"," ","."," "
"25","73"," ","."," "
"25","74"," ","."," "
"25","75"," ","."," "
"25","76"," ","."," "
"25","77"," ","."," "
"25","78"," ","."," "
"25","79"," ","."," "
"25","80"," ","*"," "
"25","81","?","B"," "
"25","82"," ","*"," "
"25","83"," ","."," "
"25","84"," ","."," "
"25","85"," ","."," "
"25","86"," ","."," "
"25","87"," ","."," "
"25","88"," ","."," "
"25","89"," ","."," "
"25","90"," ","."," "
"25","91"," ","."," "
"25","92"," ","*"," "
"25","93"," ","*"," "
"25","94","?","B"," "
"25","95","?","W"," "
"25","96","?","H"," "
"25","97","?","H"," "
"25","98","?","W"," "
"25","99","?","W"," "
"26","1"," ","."," "
"26","2"," ","."," "
"26","3"," ","."," "
"26","4"," ","."," "
"26","5"," ","."," "
"26","6"," ","."," "
"26","7"," ","."," "
"26","8"," ","."," "
"26","9"," ","."," "
"26","10"," ","."," "
"26","11"," ","."," "
"26","12"," ","."," "
"26","13"," ","."," "
"26","14"," ","."," "
"26","15"," ","."," "
"26","16"," ","."," "
"26","17"," ","."," "
"26","18"," ","."," "
"26","19"," ","."," "
"26","20"," ","."," "
"26","21"," ","."," "
"26","22"," ","*"," "
"26","23","H","B"," "
"26","24","H","B"," "
"26","25","f","W"," "
"26","26","f","H"," "
"26","27","f","W"," "
"26","28","f","B"," "
"26","29","f","H"," "
"26","30","f","W"," "
"26","31","f","H"," "
"26","32","f","B"," "
"26","33","f","G"," "
"26","34","F","W"," "
"26","35","F","B"," "
"26","36"," ","*"," "
"26","37"," ","."," "
"26","38"," ","."," "
"26","39"," ","."," "
"26","40"," ","."," "
"26","41"," ","."," "
"26","42"," ","."," "
"26","43"," ","."," "
"26","44"," ","."," "
"26","45"," ","."," "
"26","46"," ","."," "
"26","47"," ","."," "
"26","48"," ","."," "
"26","49"," ","*"," "
"26","50","M","B"," "
"26","51","M","B"," "
"26","52","7","H"," "
"26","53","M","W"," "
"26","54","m","G"," "
"26","55","M","S"," "
"26","56","m","S"," "
"26","57","m","H"," "
"26","58","m","G"," "
"26","59","7","H"," "
"26","60","7","K"," "
"26","61","7","K"," "
"26","62","7","K"," "
"26","63","m","D"," "
"26","64","7","D"," "
"26","65","7","D"," "
"26","70"," ","."," "
"26","71"," ","."," "
"26","72"," ","."," "
"26","73"," ","."," "
"26","74"," ","."," "
"26","75"," ","."," "
"26","76"," ","."," "
"26","77"," ","."," "
"26","78","?","B"," "
"26","79"," ","."," "
"26","80"," ","."," "
"26","81"," ","+"," "
"26","82"," ","."," "
"26","83"," ","*"," "
"26","84"," ","."," "
"26","85"," ","."," "
"26","86"," ","."," "
"26","87"," ","."," "
"26","88"," ","."," "
"26","89"," ","."," "
"26","90"," ","*"," "
"26","91"," ","*"," "
"26","92","?","B"," "
"26","93","?","B"," "
"26","94","?","B"," "
"26","95","?","S"," "
"26","96","?","S"," "
"26","97","?","W"," "
"26","98","?","G","e"
"26","99","?","H"," "
"27","1"," ","."," "
"27","2"," ","."," "
"27","3"," ","."," "
"27","4"," ","."," "
"27","5"," ","."," "
"27","6"," ","."," "
"27","7"," ","."," "
"27","8"," ","."," "
"27","9"," ","."," "
"27","10"," ","."," "
"27","11"," ","."," "
"27","12"," ","."," "
"27","13"," ","."," "
"27","14"," ","."," "
"27","15"," ","."," "
"27","16"," ","."," "
"27","17"," ","."," "
"27","18"," ","."," "
"27","19"," ","."," "
"27","20"," ","*"," "
"27","21"," ","*"," "
"27","22","H","B"," "
"27","23","H","B"," "
"27","24","H","H","v"
"27","25","H","W"," "
"27","26","H","W"," "
"27","27","f","W"," "
"27","28","f","H","v"
"27","29","f","H","e"
"27","30","f","W"," "
"27","31","f","B"," "
"27","32","f","B"," "
"27","33","f","B"," "
"27","34","F","B"," "
"27","35","F","B"," "
"27","36","F","B"," "
"27","37"," ","*"," "
"27","38"," ","."," "
"27","39"," ","."," "
"27","40"," ","."," "
"27","41"," ","."," "
"27","42"," ","."," "
"27","43"," ","."," "
"27","44"," ","."," "
"27","45"," ","."," "
"27","46"," ","."," "
"27","47"," ","."," "
"27","48"," ","."," "
"27","49"," ","*"," "
"27","50","7","B"," "
"27","51","7","H"," "
"27","52","7","G"," "
"27","53","7","W"," "
"27","54","7","W"," "
"27","55","7","H","p"
"27","56","7","G"," "
"27","57","m","G"," "
"27","58","m","G"," "
"27","59","m","H"," "
"27","60","7","H"," "
"27","61","7","K"," "
"27","62","7","D"," "
"27","63","7","K"," "
"27","64","7","D"," "
"27","65","7","D"," "
"27","70"," ","."," "
"27","71"," ","."," "
"27","72"," ","."," "
"27","73"," ","."," "
"27","74"," ","."," "
"27","75"," ","."," "
"27","76"," ","."," "
"27","77"," ","."," "
"27","78"," ","."," "
"27","79"," ","."," "
"27","80"," ","."," "
"27","81"," ","+"," "
"27","82"," ","*"," "
"27","83","?","B"," "
"27","84"," ","*"," "
"27","85"," ","."," "
"27","86"," ","."," "
"27","87"," ","."," "
"27","88"," ","."," "
"27","89"," ","*"," "
"27","90","?","B","n"
"27","91","?","W"," "
"27","92","?","H"," "
"27","93","?","H"," "
"27","94","?","W"," "
"27","95","?","H"," "
"27","96","?","W"," "
"27","97","?","G"," "
"27","98","?","H"," "
"27","99","?","W"," "
"28","1"," ","."," "
"28","2"," ","."," "
"28","3"," ","."," "
"28","4"," ","."," "
"28","5"," ","."," "
"28","6"," ","."," "
"28","7"," ","."," "
"28","8"," ","."," "
"28","9"," ","."," "
"28","10"," ","."," "
"28","11"," ","."," "
"28","12"," ","."," "
"28","13"," ","."," "
"28","14"," ","."," "
"28","15"," ","."," "
"28","16"," ","."," "
"28","17"," ","."," "
"28","18"," ","."," "
"28","19"," ","*"," "
"28","20","H","B"," "
"28","21","H","B"," "
"28","22","H","B"," "
"28","23","H","B"," "
"28","24","H","B"," "
"28","25","H","B"," "
"28","26","H","B"," "
"28","27","H","H"," "
"28","28","f","H"," "
"28","29","f","H"," "
"28","30","f","H"," "
"28","31","f","H"," "
"28","32","f","H"," "
"28","33","I","H"," "
"28","34","I","H"," "
"28","35","F","H"," "
"28","36","F","B"," "
"28","37"," ","*"," "
"28","38"," ","."," "
"28","39"," ","."," "
"28","40"," ","."," "
"28","41"," ","."," "
"28","42"," ","*"," "
"28","43"," ","*"," "
"28","44"," ","*"," "
"28","45"," ","*"," "
"28","46"," ","."," "
"28","47"," ","."," "
"28","48"," ","*"," "
"28","49","7","B"," "
"28","50","7","B","n"
"28","51","7","H"," "
"28","52","7","G"," "
"28","53","7","H"," "
"28","54","7","G"," "
"28","55","7","H"," "
"28","56","7","G"," "
"28","57","7","G","w"
"28","58","7","H"," "
"28","59","7","G"," "
"28","60","7","H"," "
"28","61","7","D"," "
"28","62","7","D"," "
"28","63","7","K"," "
"28","64","7","D"," "
"28","65","7","D"," "
"28","70"," ","."," "
"28","71"," ","."," "
"28","72"," ","."," "
"28","73"," ","."," "
"28","74"," ","."," "
"28","75"," ","."," "
"28","76"," ","."," "
"28","77","?","B"," "
"28","78"," ","."," "
"28","79"," ","."," "
"28","80"," ","*"," "
"28","81","?","B"," "
"28","82"," ","*"," "
"28","83","?","H"," "
"28","84"," ","*"," "
"28","85"," ","."," "
"28","86"," ","."," "
"28","87"," ","."," "
"28","88"," ","."," "
"28","89"," ","."," "
"28","90"," ","+"," "
"28","91"," ","*"," "
"28","92"," ","*"," "
"28","93","?","B","n"
"28","94","?","G"," "
"28","95","?","G"," "
"28","96","?","H"," "
"28","97","?","H"," "
"28","98","?","W"," "
"28","99","?","B"," "
"29","1"," ","."," "
"29","2"," ","."," "
"29","3"," ","."," "
"29","4"," ","."," "
"29","5"," ","."," "
"29","6"," ","."," "
"29","7"," ","."," "
"29","8"," ","*"," "
"29","9"," ","*"," "
"29","10"," ","*"," "
"29","11"," ","*"," "
"29","12"," ","."," "
"29","13"," ","."," "
"29","14"," ","."," "
"29","15"," ","."," "
"29","16"," ","."," "
"29","17"," ","."," "
"29","18"," ","*"," "
"29","19","H","B"," "
"29","20"," ","."," "
"29","21","H","B"," "
"29","22","H","H","p"
"29","23","H","W"," "
"29","24","H","B"," "
"29","25","H","B"," "
"29","26","H","B"," "
"29","27","H","H"," "
"29","28","f","H"," "
"29","29","f","W"," "
"29","30","f","H"," "
"29","31"," ","."," "
"29","32","I","G"," "
"29","33","I","H"," "
"29","34","I","B"," "
"29","35","I","B"," "
"29","36"," ","*"," "
"29","37"," ","."," "
"29","38"," ","."," "
"29","39"," ","."," "
"29","40"," ","."," "
"29","41"," ","*"," "
"29","42","n","H","p"
"29","43","n","G","e"
"29","44","n","G"," "
"29","45","n","H","v"
"29","46"," ","*"," "
"29","47"," ","."," "
"29","48"," ","."," "
"29","49"," ","*"," "
"29","50","7","B","n"
"29","51","7","B","n"
"29","52","7","B"," "
"29","53","7","B"," "
"29","54","7","H"," "
"29","55","7","H"," "
"29","56","7","H"," "
"29","57","7","H"," "
"29","58","7","G"," "
"29","59","7","G"," "
"29","60","7","K"," "
"29","61","7","K"," "
"29","62","7","D"," "
"29","63","7","K"," "
"29","64","7","D"," "
"29","65","7","D"," "
"29","70"," ","."," "
"29","71"," ","."," "
"29","72"," ","."," "
"29","73"," ","."," "
"29","74"," ","."," "
"29","75"," ","."," "
"29","76"," ","."," "
"29","77","?","H","z"
"29","78","?","B"," "
"29","79"," ","."," "
"29","80"," ","*"," "
"29","81","?","B"," "
"29","82","?","H"," "
"29","83","?","B"," "
"29","84"," ","*"," "
"29","85"," ","."," "
"29","86"," ","."," "
"29","87"," ","."," "
"29","88"," ","."," "
"29","89"," ","."," "
"29","90"," ","*"," "
"29","91","?","B","n"
"29","92","?","W"," "
"29","93","?","W"," "
"29","94","?","H"," "
"29","95","?","W"," "
"29","96","?","W"," "
"29","97","?","W"," "
"29","98","?","B"," "
"29","99","?","W"," "
"30","1"," ","."," "
"30","2"," ","."," "
"30","3"," ","."," "
"30","4"," ","."," "
"30","5"," ","*"," "
"30","6"," ","."," "
"30","7"," ","*"," "
"30","8","D","G"," "
"30","9","D","H"," "
"30","10","D","G"," "
"30","11","D","H"," "
"30","12"," ","*"," "
"30","13"," ","."," "
"30","14"," ","."," "
"30","15"," ","."," "
"30","16"," ","."," "
"30","17"," ","."," "
"30","18"," ","*"," "
"30","19","H","B","n"
"30","20","H","B"," "
"30","21","H","B"," "
"30","22","H","B"," "
"30","23","H","H","p"
"30","24","H","B"," "
"30","25","H","B"," "
"30","26","H","H"," "
"30","27","H","B"," "
"30","28","H","B"," "
"30","29","B","B"," "
"30","30","B","B"," "
"30","31","I","G"," "
"30","32","I","G"," "
"30","33","I","G","w"
"30","34","I","B"," "
"30","35"," ","*"," "
"30","36"," ","."," "
"30","37"," ","."," "
"30","38","I","W"," "
"30","39","I","G"," "
"30","40","I","B"," "
"30","41"," ","*"," "
"30","42","n","H"," "
"30","43","n","B"," "
"30","44","n","B"," "
"30","45"," ","*"," "
"30","46"," ","."," "
"30","47"," ","."," "
"30","48"," ","*"," "
"30","49","7","B"," "
"30","50","7","B"," "
"30","51","7","B","n"
"30","52","7","B"," "
"30","53","7","B"," "
"30","54"," ","*"," "
"30","55","7","B"," "
"30","56","7","H"," "
"30","57","7","G"," "
"30","58","7","W"," "
"30","59","7","H"," "
"30","60","7","D"," "
"30","61","7","D"," "
"30","62","7","K"," "
"30","63","7","K"," "
"30","64","7","K"," "
"30","65","7","D"," "
"30","70"," ","."," "
"30","71"," ","."," "
"30","72"," ","."," "
"30","73"," ","."," "
"30","74"," ","."," "
"30","75"," ","."," "
"30","76"," ","."," "
"30","77"," ","."," "
"30","78"," ","."," "
"30","79"," ","."," "
"30","80"," ","*"," "
"30","81","?","H"," "
"30","82","?","G","e"
"30","83"," ","*"," "
"30","84"," ","."," "
"30","85"," ","."," "
"30","86"," ","."," "
"30","87"," ","."," "
"30","88"," ","."," "
"30","89","?","B"," "
"30","90"," ","."," "
"30","91"," ","*"," "
"30","92","?","H"," "
"30","93","?","H"," "
"30","94","?","H"," "
"30","95","?","W"," "
"30","96","?","B"," "
"30","97","?","B"," "
"30","98","?","B"," "
"30","99","?","W"," "
"31","1"," ","."," "
"31","2"," ","."," "
"31","3"," ","*"," "
"31","4"," ","+"," "
"31","5","D","B"," "
"31","6"," ","+"," "
"31","7","D","H"," "
"31","8","D","H","p"
"31","9","D","B"," "
"31","10","D","B"," "
"31","11","D","B"," "
"31","12","D","H"," "
"31","13"," ","*"," "
"31","14"," ","."," "
"31","15"," ","."," "
"31","16"," ","."," "
"31","17"," ","."," "
"31","18"," ","*"," "
"31","19","H","B","n"
"31","20","H","B","n"
"31","21","H","H","p"
"31","22","H","H","w"
"31","23","H","H","v"
"31","24","H","H"," "
"31","25","H","G"," "
"31","26","B","H"," "
"31","27","H","B","n"
"31","28","B","B"," "
"31","29","B","G"," "
"31","30","I","G"," "
"31","31","I","W"," "
"31","32","I","B"," "
"31","33","I","H","w"
"31","34","I","B"," "
"31","35"," ","*"," "
"31","36"," ","."," "
"31","37"," ","."," "
"31","38"," ","."," "
"31","39"," ","."," "
"31","40"," ","."," "
"31","41"," ","."," "
"31","42"," ","*"," "
"31","43"," ","*"," "
"31","44"," ","*"," "
"31","45"," ","."," "
"31","46"," ","."," "
"31","47"," ","."," "
"31","48"," ","."," "
"31","49"," ","*"," "
"31","50","7","B"," "
"31","51"," ","*"," "
"31","52"," ","*"," "
"31","53","7","B"," "
"31","54"," ","*"," "
"31","55"," ","*"," "
"31","56","7","H"," "
"31","57","7","W"," "
"31","58","7","B"," "
"31","59","7","H"," "
"31","60","7","K"," "
"31","61","7","K"," "
"31","62","7","D"," "
"31","63","7","K"," "
"31","64","7","K"," "
"31","65","7","D"," "
"31","70"," ","."," "
"31","71"," ","."," "
"31","72"," ","."," "
"31","73"," ","."," "
"31","74"," ","."," "
"31","75"," ","."," "
"31","76"," ","."," "
"31","77"," ","."," "
"31","78"," ","."," "
"31","79"," ","."," "
"31","80"," ","."," "
"31","81"," ","*"," "
"31","82","?","H"," "
"31","83"," ","*"," "
"31","84"," ","."," "
"31","85"," ","."," "
"31","86"," ","."," "
"31","87"," ","."," "
"31","88"," ","."," "
"31","89"," ","."," "
"31","90"," ","."," "
"31","91","?","H","z"
"31","92"," ","*"," "
"31","93","?","B"," "
"31","94","?","W"," "
"31","95","?","H"," "
"31","96","?","W"," "
"31","97","?","W","z"
"31","98","?","W"," "
"31","99","?","W"," "
"32","1"," ","."," "
"32","2"," ","*"," "
"32","3","D","T"," "
"32","4","D","G"," "
"32","5"," ","*"," "
"32","6","D","H"," "
"32","7","D","H"," "
"32","8","D","G"," "
"32","9","D","H","v"
"32","10","D","B","n"
"32","11","D","B","n"
"32","12","D","H"," "
"32","13"," ","*"," "
"32","14"," ","."," "
"32","15"," ","*"," "
"32","16"," ","*"," "
"32","17"," ","."," "
"32","18"," ","*"," "
"32","19","B","B","n"
"32","20","H","B","n"
"32","21","H","H","v"
"32","22","B","H","p"
"32","23","H","H","w"
"32","24","H","H","e"
"32","25","H","G"," "
"32","26","H","H"," "
"32","27","B","B","n"
"32","28","B","B","n"
"32","29","B","G"," "
"32","30","I","G"," "
"32","31","I","W"," "
"32","32","I","B"," "
"32","33","I","H"," "
"32","34","I","B"," "
"32","35"," ","*"," "
"32","36"," ","*"," "
"32","37"," ","*"," "
"32","38"," ","*"," "
"32","39"," ","."," "
"32","40"," ","."," "
"32","41"," ","."," "
"32","42"," ","."," "
"32","43"," ","."," "
"32","44"," ","."," "
"32","45"," ","."," "
"32","46"," ","."," "
"32","47"," ","."," "
"32","48"," ","."," "
"32","49"," ","."," "
"32","50"," ","*"," "
"32","51"," ","."," "
"32","52"," ","."," "
"32","53"," ","*"," "
"32","54"," ","."," "
"32","55"," ","*"," "
"32","56","7","H"," "
"32","57","7","W"," "
"32","58","7","B"," "
"32","59","7","H"," "
"32","60","7","K"," "
"32","61","7","K"," "
"32","62","7","K"," "
"32","63","7","D"," "
"32","64","7","K"," "
"32","65","7","D"," "
"32","70"," ","."," "
"32","71"," ","."," "
"32","72"," ","."," "
"32","73"," ","."," "
"32","74"," ","."," "
"32","75"," ","."," "
"32","76"," ","."," "
"32","77"," ","."," "
"32","78"," ","."," "
"32","79"," ","."," "
"32","80"," ","."," "
"32","81"," ","*"," "
"32","82","?","B"," "
"32","83"," ","*"," "
"32","84"," ","."," "
"32","85"," ","."," "
"32","86"," ","."," "
"32","87"," ","."," "
"32","88"," ","."," "
"32","89"," ","."," "
"32","90"," ","."," "
"32","91"," ","."," "
"32","92"," ","*"," "
"32","93","?","W"," "
"32","94","?","H","w"
"32","95","?","B"," "
"32","96","?","W"," "
"32","97","?","W"," "
"32","98","?","W"," "
"32","99","?","W"," "
"33","1"," ","*"," "
"33","2","D","T"," "
"33","3","D","H"," "
"33","4","D","G"," "
"33","5","D","H"," "
"33","6","D","G"," "
"33","7","D","W"," "
"33","8","D","G","e"
"33","9","D","G"," "
"33","10","D","G"," "
"33","11","D","B"," "
"33","12"," ","*"," "
"33","13"," ","."," "
"33","14"," ","*"," "
"33","15","d","B"," "
"33","16","d","B"," "
"33","17"," ","*"," "
"33","18"," ","*"," "
"33","19","B","B"," "
"33","20","B","B"," "
"33","21","B","H","w"
"33","22","B","W"," "
"33","23","B","H","w"
"33","24","B","W"," "
"33","25","B","B"," "
"33","26","B","B"," "
"33","27","B","B","n"
"33","28","B","B"," "
"33","29"," ","."," "
"33","30","I","G"," "
"33","31","I","W"," "
"33","32","I","H","p"
"33","33","I","H","p"
"33","34","I","B"," "
"33","35","I","H","v"
"33","36","I","B"," "
"33","37","I","B"," "
"33","38","I","B"," "
"33","39"," ","*"," "
"33","40"," ","."," "
"33","41"," ","."," "
"33","42"," ","."," "
"33","43"," ","."," "
"33","44"," ","."," "
"33","45"," ","."," "
"33","46"," ","."," "
"33","47"," ","."," "
"33","48"," ","."," "
"33","49"," ","."," "
"33","50"," ","."," "
"33","51"," ","."," "
"33","52"," ","."," "
"33","53"," ","."," "
"33","54"," ","*"," "
"33","55","7","H"," "
"33","56"," ","*"," "
"33","57","7","B"," "
"33","58","7","H"," "
"33","59","7","H"," "
"33","60","7","K"," "
"33","61","7","K"," "
"33","62","7","K"," "
"33","63","7","K"," "
"33","64","7","D"," "
"33","65","7","K"," "
"33","70"," ","."," "
"33","71"," ","."," "
"33","72"," ","."," "
"33","73"," ","."," "
"33","74"," ","."," "
"33","75"," ","."," "
"33","76"," ","."," "
"33","77"," ","."," "
"33","78"," ","."," "
"33","79"," ","."," "
"33","80"," ","."," "
"33","81"," ","."," "
"33","82"," ","*"," "
"33","83"," ","."," "
"33","84"," ","."," "
"33","85"," ","."," "
"33","86"," ","."," "
"33","87"," ","."," "
"33","88"," ","."," "
"33","89"," ","."," "
"33","90"," ","."," "
"33","91"," ","."," "
"33","92"," ","*"," "
"33","93","?","B"," "
"33","94","?","B"," "
"33","95","?","B"," "
"33","96","?","B"," "
"33","97","?","W"," "
"33","98","?","W"," "
"33","99","?","W"," "
"34","1","D","G"," "
"34","2","D","W"," "
"34","3","D","T"," "
"34","4","D","G"," "
"34","5","D","H"," "
"34","6","D","S"," "
"34","7","D","G"," "
"34","8","D","W"," "
"34","9","D","W"," "
"34","10","D","B"," "
"34","11"," ","*"," "
"34","12"," ","."," "
"34","13"," ","*"," "
"34","14","d","B"," "
"34","15","d","B"," "
"34","16","d","H","p"
"34","17","d","B"," "
"34","18","d","B"," "
"34","19","B","B"," "
"34","20","B","W"," "
"34","21","B","H"," "
"34","22","B","B"," "
"34","23","B","H"," "
"34","24","B","B"," "
"34","25","B","B"," "
"34","26","B","W"," "
"34","27","B","W"," "
"34","28","B","W"," "
"34","29","B","G"," "
"34","30","I","G","e"
"34","31","I","B"," "
"34","32","I","B"," "
"34","33","I","B","n"
"34","34","I","B","n"
"34","35","I","H"," "
"34","36","I","B"," "
"34","37","I","B"," "
"34","38","I","B"," "
"34","39","I","H"," "
"34","40"," ","*"," "
"34","41"," ","."," "
"34","42"," ","."," "
"34","43"," ","."," "
"34","44"," ","."," "
"34","45"," ","."," "
"34","46"," ","."," "
"34","47"," ","."," "
"34","48"," ","*"," "
"34","49"," ","."," "
"34","50"," ","."," "
"34","51"," ","."," "
"34","52"," ","."," "
"34","53"," ","."," "
"34","54"," ","."," "
"34","55"," ","*"," "
"34","56"," ","."," "
"34","57"," ","*"," "
"34","58","7","B"," "
"34","59","7","B"," "
"34","60","7","K","p"
"34","61","7","K"," "
"34","62","7","D"," "
"34","63","7","K"," "
"34","64","7","K"," "
"34","65","7","D"," "
"34","70"," ","."," "
"34","71"," ","."," "
"34","72"," ","."," "
"34","73"," ","."," "
"34","74"," ","."," "
"34","75"," ","."," "
"34","76"," ","."," "
"34","77"," ","."," "
"34","78"," ","."," "
"34","79"," ","."," "
"34","80"," ","."," "
"34","81"," ","."," "
"34","82"," ","."," "
"34","83"," ","."," "
"34","84"," ","."," "
"34","85"," ","."," "
"34","86"," ","."," "
"34","87","?","B"," "
"34","88"," ","."," "
"34","89","?","B"," "
"34","90"," ","."," "
"34","91"," ","*"," "
"34","92","?","B"," "
"34","93","?","B"," "
"34","94","?","S"," "
"34","95","?","B"," "
"34","96","?","H"," "
"34","97","?","W"," "
"34","98","?","W"," "
"34","99","?","W"," "
"35","1"," ","."," "
"35","2","D","W"," "
"35","3","D","S"," "
"35","4","D","W"," "
"35","5","D","W"," "
"35","6","D","W"," "
"35","7"," ","."," "
"35","8","D","G"," "
"35","9","D","W"," "
"35","10","D","B"," "
"35","11"," ","*"," "
"35","12"," ","*"," "
"35","13","d","B"," "
"35","14","d","H","v"
"35","15","d","H","v"
"35","16"," ","+"," "
"35","17"," ","*"," "
"35","18","d","B","n"
"35","19","d","B","n"
"35","20","B","B"," "
"35","21","B","W"," "
"35","22","B","B"," "
"35","23","B","B"," "
"35","24","B","H","v"
"35","25","B","B"," "
"35","26","B","B"," "
"35","27","B","B"," "
"35","28","B","H","v"
"35","29","B","G","g"
"35","30","A","G"," "
"35","31","I","H"," "
"35","32","I","B"," "
"35","33","I","B","n"
"35","34","I","B","n"
"35","35","I","B"," "
"35","36","I","G"," "
"35","37","I","H","v"
"35","38","I","H","w"
"35","39","I","H"," "
"35","40","I","B"," "
"35","41"," ","*"," "
"35","42"," ","."," "
"35","43"," ","."," "
"35","44"," ","."," "
"35","45"," ","."," "
"35","46"," ","."," "
"35","47"," ","*"," "
"35","48","n","B","n"
"35","49"," ","*"," "
"35","50"," ","."," "
"35","51"," ","."," "
"35","52"," ","."," "
"35","53"," ","."," "
"35","54"," ","."," "
"35","55"," ","."," "
"35","56"," ","."," "
"35","57"," ","."," "
"35","58"," ","*"," "
"35","59","7","B"," "
"35","60","7","B"," "
"35","61","7","B"," "
"35","62","7","K"," "
"35","63","7","K"," "
"35","64","7","D"," "
"35","65","7","D"," "
"35","70"," ","."," "
"35","71"," ","."," "
"35","72"," ","."," "
"35","73"," ","."," "
"35","74"," ","."," "
"35","75"," ","."," "
"35","76"," ","."," "
"35","77"," ","."," "
"35","78"," ","."," "
"35","79"," ","."," "
"35","80"," ","."," "
"35","81"," ","."," "
"35","82"," ","."," "
"35","83","?","H"," "
"35","84"," ","."," "
"35","85"," ","."," "
"35","86"," ","."," "
"35","87"," ","."," "
"35","88"," ","."," "
"35","89"," ","."," "
"35","90"," ","."," "
"35","91"," ","."," "
"35","92"," ","*"," "
"35","93","?","S"," "
"35","94","?","W"," "
"35","95","?","H"," "
"35","96","?","H"," "
"35","97","?","H"," "
"35","98","?","W"," "
"35","99","?","G","g"
"36","1","D","T"," "
"36","2","D","G","g"
"36","3","D","H","e"
"36","4"," ","."," "
"36","5","D","T"," "
"36","6","D","S"," "
"36","7","D","W"," "
"36","8","D","W"," "
"36","9","D","B"," "
"36","10"," ","*"," "
"36","11"," ","*"," "
"36","12"," ","*"," "
"36","13"," ","+"," "
"36","14"," ","*"," "
"36","15"," ","+"," "
"36","16","d","H"," "
"36","17"," ","*"," "
"36","18"," ","*"," "
"36","19","d","B","n"
"36","20","d","H"," "
"36","21","B","B"," "
"36","22","P","B","w"
"36","23","P","B","w"
"36","24","B","B"," "
"36","25","B","H"," "
"36","26","B","B"," "
"36","27","B","H","p"
"36","28","B","H"," "
"36","29","A","G"," "
"36","30","A","G"," "
"36","31","A","G"," "
"36","32","I","B"," "
"36","33"," ","*"," "
"36","34"," ","*"," "
"36","35","I","B"," "
"36","36","I","H","v"
"36","37","I","G"," "
"36","38","N","G"," "
"36","39","I","G"," "
"36","40","I","B"," "
"36","41","I","B"," "
"36","42"," ","*"," "
"36","43"," ","."," "
"36","44"," ","."," "
"36","45"," ","."," "
"36","46"," ","."," "
"36","47"," ","*"," "
"36","48","n","B","n"
"36","49","n","B","n"
"36","50"," ","*"," "
"36","51"," ","."," "
"36","52"," ","."," "
"36","53"," ","."," "
"36","54"," ","."," "
"36","55"," ","."," "
"36","56"," ","."," "
"36","57"," ","."," "
"36","58"," ","*"," "
"36","59","7","H"," "
"36","60","7","B"," "
"36","61","7","B"," "
"36","62","7","B"," "
"36","63","7","H"," "
"36","64","7","D"," "
"36","65","7","K"," "
"36","70"," ","."," "
"36","71"," ","."," "
"36","72"," ","."," "
"36","73"," ","."," "
"36","74"," ","."," "
"36","75"," ","."," "
"36","76"," ","."," "
"36","77"," ","."," "
"36","78"," ","."," "
"36","79"," ","."," "
"36","80"," ","."," "
"36","81"," ","."," "
"36","82"," ","."," "
"36","83"," ","."," "
"36","84"," ","."," "
"36","85","?","B","w"
"36","86"," ","."," "
"36","87"," ","."," "
"36","88"," ","."," "
"36","89","?","B","w"
"36","90"," ","."," "
"36","91","?","W"," "
"36","92"," ","*"," "
"36","93","?","S"," "
"36","94","?","B"," "
"36","95","?","W"," "
"36","96","?","H"," "
"36","97","?","W"," "
"36","98","?","W"," "
"36","99","?","W"," "
"37","1","D","G"," "
"37","2","D","W"," "
"37","3","D","W"," "
"37","4","D","G"," "
"37","5","D","W"," "
"37","6","D","W"," "
"37","7","D","W"," "
"37","8","D","B"," "
"37","9","D","W"," "
"37","10","D","H"," "
"37","11","D","W"," "
"37","12","S","H","p"
"37","13","S","H"," "
"37","14"," ","*"," "
"37","15"," ","*"," "
"37","16","d","B"," "
"37","17","d","B"," "
"37","18"," ","*"," "
"37","19"," ","*"," "
"37","20","d","W"," "
"37","21","P","W"," "
"37","22","P","B"," "
"37","23","P","B"," "
"37","24","B","H","e"
"37","25","B","H"," "
"37","26","B","B"," "
"37","27","B","H"," "
"37","28","A","W"," "
"37","29","A","G"," "
"37","30","A","G"," "
"37","31","I","W"," "
"37","32","A","H"," "
"37","33"," ","*"," "
"37","34"," ","."," "
"37","35"," ","*"," "
"37","36","I","B"," "
"37","37","N","B"," "
